text,time,impressions,engagements,engagement_rate,retweets,replies,likes,user_profile_clicks,url_clicks,hashtag_clicks,detail_expands,follows,email_tweet,media_views,media_engagements
@Joe__Costello with an almost 50/50 split it seems opinions are divided Joe.,2015-11-01 11:41 +0000,304,3,0.009868421,0,1,0,0,0,0,2,0,0,0,0
"For those who can't see the #JSSPoll results bar chart, please view our feed on a mobile device or the web https://t.co/joYjYBaR9F",2015-10-30 15:33 +0000,3108,25,0.008043758,0,0,1,4,1,3,15,0,0,1,1
4 wks of running sprint interval training improves CR fitness in young &amp; middle-aged adults https://t.co/wkkA16nQn2 https://t.co/10D4ORddcY,2015-10-30 15:04 +0000,7931,319,0.040221914,32,0,24,12,92,0,42,1,0,116,116
Professional judgement and decision-making in adventure sports coaching: the role of interaction https://t.co/fCOSXCVxJX @DaveGM4P,2015-10-30 15:00 +0000,4106,70,0.017048222,10,0,7,3,35,0,15,0,0,0,0
Based on our #JSSPoll it looks like opinions are fairly evenly divided about the preferred method of peer-review... https://t.co/joYjYBaR9F,2015-10-30 14:43 +0000,2905,36,0.012392427,1,0,0,2,5,1,27,0,0,0,0
Early changes in Achilles tendon behaviour in vivo following downhill backwards walking https://t.co/FAiQnYYsni https://t.co/Q89H6eAQp1,2015-10-30 11:54 +0000,4022,106,0.026355047,5,0,6,1,30,0,15,0,0,49,49
Just 2 hours left to take our quick #JSSPoll about peer-review. Which system do you prefer? https://t.co/joYjYBaR9F,2015-10-30 11:41 +0000,2868,7,0.002440725,1,0,0,1,0,0,5,0,0,0,0
#JSSPoll Do you prefer blind peer-review (reviewer/author names masked) or open peer-review (names not masked)?,2015-10-29 14:40 +0000,12385,291,0.023496165,15,6,5,35,0,3,224,3,0,0,0
"Tactical metrics that discriminate winning, drawing and losing teams in @UEFA Euro 2012 https://t.co/jfY7PSB79I https://t.co/zGHze6u2Bq",2015-10-28 14:46 +0000,8286,620,0.074825006,11,0,50,24,146,0,60,1,5,323,323
A new injury prevention programme for kids football: FIFA 11+ Kids https://t.co/3RTuG0Zhba @fifamedia @mrdanwalker https://t.co/ETY0oQwm6C,2015-10-28 10:21 +0000,7681,535,0.069652389,31,1,26,17,147,0,45,1,1,266,266
One of our most popular papers from @LouiseMBurke @JohnAHawley and @Jeukendrup  https://t.co/kgllEaPAcJ,2015-10-27 20:12 +0000,10004,143,0.014294282,13,0,24,29,20,0,51,4,0,0,0
Respiratory frequency is strongly associated with RPE during time trials of different duration https://t.co/0tHZaEYrrK @SamueleMarcora,2015-10-27 10:18 +0000,3812,119,0.031217209,6,0,17,2,69,0,23,0,2,0,0
"#JSSFree Errors in the estimation of hydration status from changes in body mass, by Maughan, Shirreffs &amp; Leiper https://t.co/rhFBKSQLO1",2015-10-26 15:22 +0000,3381,89,0.026323573,2,0,9,2,59,2,15,0,0,0,0
GT3X+ accelerometer reliability affected by placement during running and bicycling https://t.co/AnDw8rhQOO https://t.co/un7gATuhgt,2015-10-22 09:39 +0000,3480,121,0.034770115,3,0,8,1,44,0,20,0,1,44,44
"The effects of forearm fatigue on baseballâ€_pitching, with implications about elbow injury https://t.co/rbanMxKGjq https://t.co/xh6cZgn6f5",2015-10-22 09:13 +0000,7115,136,0.019114547,7,0,5,6,42,0,27,0,1,48,48
#JSSAcceptedToday The health-enhancing efficacy of ZumbaÂ® fitness: An 8 wk randomised controlled study,2015-10-20 10:49 +0000,3196,33,0.010325407,0,0,3,3,0,2,25,0,0,0,0
Running mechanical alterations during repeated treadmill sprints in hot versus hypoxic environments. A pilot study http://t.co/B9iObOLXMk,2015-10-19 07:51 +0000,4915,54,0.010986775,6,0,6,6,22,0,14,0,0,0,0
"#JSSAcceptedToday Pre-training perceived wellness impacts training output in Australian football players, by @TG2389 @StuCormack @TimGabbett",2015-10-18 09:53 +0000,5569,248,0.044532232,8,0,20,27,0,10,181,2,0,0,0
#JSSFree effect of ball-carrying technique &amp; experience on sprinting in rugby union http://t.co/iz43elbFyP #RWC15 http://t.co/yLVyhRim6K,2015-10-16 09:18 +0000,4416,190,0.043025362,10,0,7,8,49,0,33,0,1,82,82
Exposure to periods of match congestion in pro soccer players http://t.co/XdstvZBWVf @carling_chris @GregDupontSport @JSSFootball,2015-10-14 10:41 +0000,7058,243,0.034429017,14,0,16,29,128,0,56,0,0,0,0
. @wesleyob1 it's our pleasure Wesley! Thank you for publishing your study in JSS.,2015-10-12 10:46 +0000,3387,128,0.037791556,1,0,2,12,0,0,113,0,0,0,0
"Agreement between BIA &amp; DXA in assessing fat, lean &amp; bone mass changes in adults after a lifestyle intervention http://t.co/ztkswWODgp",2015-10-10 15:44 +0000,4014,67,0.016691579,6,0,5,3,40,0,12,0,1,0,0
Self-reported symptoms &amp; risk factors for digital ischaemia amongâ€_beach volleyball players http://t.co/NvnI51ykLr http://t.co/ywJEmQvifn,2015-10-06 09:01 +0000,3530,83,0.023512748,3,0,5,2,15,0,6,0,0,52,52
"The relationship between adolescentsâ€™ physical activity, FMS and weight status http://t.co/bfAgGqPnYt http://t.co/eAzTCJvmUR",2015-10-06 08:41 +0000,3966,198,0.049924357,8,1,13,7,44,0,18,0,2,105,105
@winteredward maybe the author @dollman_jim could comment?,2015-10-03 15:33 +0000,323,18,0.055727554,0,0,0,0,0,0,17,1,0,0,0
Validity of self-reported sedentary timeâ€_in office and farming occupations http://t.co/XxDx1YbxQD http://t.co/VvVL1PawdX,2015-10-03 12:01 +0000,4010,111,0.027680798,4,1,4,7,27,0,7,0,0,61,61
"#JSSAcceptedToday Influence of Age, Playing Position, Anthropometry &amp; Fitness on Career Attainment Outcomes in Rugby League @ktconditioning",2015-10-03 10:13 +0000,4198,73,0.017389233,3,0,4,8,0,5,53,0,0,0,0
@tandfauthorserv @DebSkinstad I'm sure @MKovacsPhD would be able to help.,2015-10-01 10:43 +0000,844,26,0.030805687,1,1,2,8,0,0,14,0,0,0,0
Musculoskeletal injuries in PE versus non-PE teachers: a prospective study http://t.co/VcHSeoLRNn http://t.co/zoZHwB005P,2015-09-30 11:46 +0000,4049,255,0.062978513,6,0,11,5,48,0,9,0,0,176,176
Relative age effect: implications for effective practice http://t.co/UaVvP3kdb9 http://t.co/dMvlbxt6XX,2015-09-29 12:01 +0000,6631,373,0.056250943,20,0,27,10,95,0,28,0,3,190,190
Lumbopelvic motor control and low back pain in elite soccer players: a cross-sectional study http://t.co/jx1YMtpEQO http://t.co/zhh4oDX3vR,2015-09-26 10:44 +0000,5642,390,0.069124424,17,0,31,11,117,0,52,1,0,161,161
â€_disturbed sleep &amp; mood state in well-trained athletes duringâ€_intensified trainingâ€_ http://t.co/8plToa3yu8 @Sophie_Killer @Jeukendrup,2015-09-26 10:19 +0000,4462,125,0.028014343,5,0,7,8,60,0,44,1,0,0,0
@anzacbiscuit @jamesphewitt @andylane27 Here's a section from the Introduction that explains the construct: http://t.co/hw0pO8jcgm,2015-09-26 10:18 +0000,867,40,0.046136101,1,0,0,3,1,0,13,0,0,22,22
@anzacbiscuit @jamesphewitt Hi Gretchen. maybe JSS Psychology Section Editor @AndyLane27 will be able to explain.,2015-09-26 10:12 +0000,311,20,0.064308682,0,1,0,5,0,0,14,0,0,0,0
Aâ€_model of the effect of mindfulness on 800-m PB times through pain catastrophising http://t.co/k8aCcLvnbY http://t.co/AfAdGLvOpT,2015-09-26 09:53 +0000,6070,370,0.060955519,9,2,18,13,80,0,152,0,0,96,96
What is really causing the obesity epidemic? A review of reviews in children and adults http://t.co/FEcQocF8an http://t.co/J6V6kJ8l5M,2015-09-24 10:06 +0000,4563,222,0.048652202,16,0,13,0,63,0,42,0,1,87,87
Movement velocity as a measure of exercise intensity in three lower limb exercises http://t.co/83GCZw0rPs http://t.co/MbB5jF6MlO,2015-09-24 09:40 +0000,8425,792,0.094005935,32,1,43,25,207,0,274,6,0,204,204
"@DaveGM4P Dave, you're welcome to write a letter to the editor if you wish to challenge the authors on their paper.",2015-09-23 19:31 +0000,299,59,0.197324415,0,0,0,7,0,0,52,0,0,0,0
"Thoughts? - â€œThe IF â€_ is an indication of the standing of the journal, its prestige or authority.â€ù https://t.co/wED0FQix4k",2015-09-22 11:21 +0000,3394,22,0.006482027,3,0,4,1,3,0,11,0,0,0,0
Transferenceâ€_of vertical/horizontal plyometrics on sprint performance of high-level U20 soccer players http://t.co/Tv8Ef1l8so @JSSFootball,2015-09-22 09:23 +0000,5669,258,0.045510672,12,1,27,9,143,0,63,0,3,0,0
Performance environment and nested task constraints influence long jump approach run: a preliminary study http://t.co/L17vVgercS,2015-09-22 09:12 +0000,3150,175,0.055555556,3,0,2,1,66,0,103,0,0,0,0
â€_well-being and physical performance in English elite youth footballers http://t.co/55BJwGv3gs @JSSFootball @Clarke_ND @trainingimpulse,2015-09-19 18:36 +0000,7772,428,0.05506948,24,0,17,22,176,0,187,0,2,0,0
"â€_impact forces, accelerations &amp; ankle ROM in surfing-related landing tasks http://t.co/XuNHTtje7a @ProfRobNewton http://t.co/vsc4UGvRzm",2015-09-19 18:24 +0000,4818,163,0.033831465,8,0,17,7,40,0,8,1,1,81,81
The effect of time constraints &amp; running phases on combined event pistol shooting performance http://t.co/u1SvAAEFz3 http://t.co/dF8nMrLA84,2015-09-18 09:28 +0000,3253,56,0.017214879,1,0,2,2,15,0,7,0,0,29,29
A kinematic analysis of the spine during rugby scrummaging on natural and synthetic turfs http://t.co/Llj5N3Ataw http://t.co/bAexJwGGDk,2015-09-18 09:02 +0000,3946,94,0.023821591,4,0,4,1,31,0,7,0,1,46,46
Our #JSStwinterview with @Sean_Clarkson is now available on Storify: https://t.co/AQsXqCzyTt @tandfsport,2015-09-16 16:08 +0000,4117,53,0.012873452,4,0,1,7,16,0,16,0,0,9,9
@prof_landers @sean_clarkson @storify Glad you enjoyed it Grant. Thanks for tuning in!,2015-09-16 12:42 +0000,242,3,0.012396694,0,0,0,0,0,0,3,0,0,0,0
Thanks for joining us for the #JSStwinterview with @Sean_Clarkson. We will post it to our @Storify page later today.,2015-09-16 11:21 +0000,3275,15,0.004580153,1,1,1,6,0,0,6,0,0,0,0
That's all the questions we have for @Sean_Clarkson but he'll be online for a while to answer any further Qs you have. Thanks Sean!,2015-09-16 11:13 +0000,3211,9,0.002802865,1,1,0,5,0,0,2,0,0,0,0
". @Sean_Clarkson And finally, how is further work using living participants progressing?",2015-09-16 11:07 +0000,2932,22,0.007503411,1,5,0,0,0,0,16,0,0,0,0
". @Sean_Clarkson If palpation is necessary to identify landmarks, is the system really time saving compared to traditional anthropometry?",2015-09-16 11:01 +0000,2701,43,0.01592003,1,9,0,10,0,0,23,0,0,0,0
. @Sean_Clarkson How did performance compare to a traditional 3D scanning system?,2015-09-16 10:57 +0000,2123,20,0.009420631,1,4,0,4,0,0,11,0,0,0,0
. @Sean_Clarkson You used standardised cylinders to assess validity/reliability. What will the performance be like when using real humans?,2015-09-16 10:53 +0000,2080,18,0.008653846,1,6,0,3,0,0,8,0,0,0,0
. @Sean_Clarkson Is post-processing entirely automatic (i.e can a scan be conducted by a non-expert user)?,2015-09-16 10:49 +0000,2003,20,0.009985022,1,5,0,3,0,0,11,0,0,0,0
. @Sean_Clarkson Is the system portable?,2015-09-16 10:46 +0000,1903,15,0.007882291,1,3,0,3,0,0,8,0,0,0,0
. @Sean_Clarkson Would it be easy for someone with no prior knowledge to set up the system for scanning?,2015-09-16 10:42 +0000,1720,9,0.005232558,1,5,0,2,0,0,1,0,0,0,0
. @Sean_Clarkson What are the most important differences in set up between this method (depth cameras) and conventional scanners?,2015-09-16 10:39 +0000,1690,11,0.006508876,1,3,0,0,0,0,7,0,0,0,0
. @Sean_Clarkson What are the fundamental reasons for why we need a replacement tool for traditional anthropometry?,2015-09-16 10:35 +0000,1772,15,0.008465011,1,4,0,2,0,0,8,0,0,0,0
". @Sean_Clarkson Hi Sean, thanks for joining us. Could you tell us a little about your background and how you came to undertake this study.",2015-09-16 10:31 +0000,1804,76,0.042128603,1,7,0,8,0,0,60,0,0,0,0
Join us in a few mins when we'll be talking to @Sean_Clarkson about using the Microsoft Kinect for anthropometry http://t.co/DXc2X04ggb,2015-09-16 10:30 +0000,2238,93,0.04155496,4,0,3,8,37,0,40,0,1,0,0
Interdisciplinary therapy changes superoxide dismutase activity and adiponectin in obese adolescents http://t.co/DFVcnzZmCY,2015-09-15 12:48 +0000,2905,16,0.005507745,1,0,0,4,9,0,2,0,0,0,0
The key kinematic determinants of undulatory underwater swimming at maximal velocity http://t.co/X56yu3JO5P http://t.co/7u1qVGid2z,2015-09-15 12:44 +0000,3743,143,0.038204649,7,0,5,2,50,0,18,0,0,61,61
Season-long â¬†ï¸_ in perceived muscle soreness in pro rugby league players http://t.co/QeVrfaKL8B @craig_twist @JamesyMorton @close_nutrition,2015-09-15 12:40 +0000,5861,152,0.025934141,13,0,14,12,59,0,48,3,3,0,0
Assessment of 3D joint kinematics of the upper limb during simulated swimming using wearable IMMUs http://t.co/F6VAk9DqNL,2015-09-15 12:36 +0000,2944,72,0.024456522,4,0,3,7,31,0,27,0,0,0,0
How do elite ski jumpers handle the dynamic conditions in imitation jumps? http://t.co/fDO7PCz6zH http://t.co/xkGhtUCP7l,2015-09-15 12:24 +0000,2805,88,0.031372549,0,0,1,2,14,0,7,0,0,64,64
Influence of footwear designed to boost energy return on running economy in comparison to a conventional running shoe http://t.co/KqhAb9TqdX,2015-09-15 12:14 +0000,4630,125,0.02699784,9,0,8,5,82,0,21,0,0,0,0
"Our next #JSStwinterview will be on Wednesday at 11.30am BST, when we talk with @Sean_Clarkson about his paper: http://t.co/IpMlKGRFNp",2015-09-14 12:54 +0000,2872,59,0.020543175,1,0,0,12,19,2,24,0,0,0,0
Tier-specific evolution of match performance characteristics in the EPL http://t.co/6WI1YH8yeJ @carling_chris @Chrisbarnes60 @premierleague,2015-09-11 11:44 +0000,4638,119,0.025657611,7,0,6,5,76,0,20,4,1,0,0
Assessment of a MS Kinect-based 3D scanning system for taking body segment girth measurements http://t.co/DXc2X04ggb http://t.co/krX1CYB89y,2015-09-11 11:22 +0000,4305,163,0.03786295,4,0,8,8,57,0,43,0,0,43,43
Biomechanical analysis of the snatch technique in junior elite female weightlifters http://t.co/qiwE39M58U http://t.co/eWhmkKGnWk,2015-09-11 11:06 +0000,4124,406,0.098448109,13,0,19,6,88,0,42,0,2,236,236
"Vol 33(19) is now available. Papers on sodium phosphate/caffeine loading, brain networks in golf, among others. http://t.co/uwnZSLaq5e",2015-09-11 09:21 +0000,3396,84,0.024734982,5,0,4,8,57,0,10,0,0,0,0
Body composition analysis of inter-county GAA players measured by DXA http://t.co/KsyHARdmfs http://t.co/GoyDi4QU4l,2015-09-07 16:23 +0000,4519,263,0.058198717,7,0,14,7,54,0,63,0,1,117,117
Lumbar spinal loading during bowling in cricket http://t.co/bCrPOFB2or http://t.co/wR1pAaPqCW,2015-09-07 16:10 +0000,5224,227,0.043453292,10,0,8,11,55,0,77,2,1,63,63
We'd be very interested in hearing your thoughts on the points raised in Stephen's column... #preprints #peerreview  https://t.co/Do9EgBzYwl,2015-09-07 13:33 +0000,3377,31,0.009179745,0,0,2,3,8,2,16,0,0,0,0
"#JSSFree Why self-report â€˜â€˜Likertâ€™â€™ scale data should not be log-transformed, by @alannevill1 &amp; @AndyLane27 http://t.co/yDRh65RZYe",2015-09-07 11:12 +0000,3602,92,0.025541366,1,2,4,2,50,0,32,0,1,0,0
#JSSAcceptedToday 'Whatâ€™s really causing the obesity epidemic? A review of reviews in children and adults'. Will be published online soon.,2015-09-07 09:48 +0000,3393,29,0.008547009,4,0,4,1,0,4,16,0,0,0,0
#JSSFree Acute effects of passive muscle stretching on sprint performance http://t.co/PM1URdPDA6,2015-09-04 15:54 +0000,3921,105,0.026778883,13,0,9,3,60,1,19,0,0,0,0
"Efficacy of massage on muscle soreness, perceived recoveryâ€_and physical performance in male bodybuilders http://t.co/pQ1EdPZ2xy",2015-09-03 16:48 +0000,5702,131,0.022974395,9,0,16,6,70,0,30,0,0,0,0
Isometric quad. strength determines sailing performanceâ€_during an upwind sailing emulation http://t.co/DERN8089TQ http://t.co/KgtBNfWS0m,2015-09-01 08:18 +0000,3597,114,0.031693078,2,0,1,4,36,0,26,0,0,45,45
Quality of life perception of basketball master athletes: association with PA level and sports injuries http://t.co/RhXFCrOf19,2015-09-01 08:15 +0000,4125,33,0.008,7,0,2,2,18,0,4,0,0,0,0
#JSSFree http://t.co/7X90z3bkBu http://t.co/18MrZFJtAI,2015-08-31 11:22 +0000,4217,138,0.032724686,5,0,8,4,28,1,11,0,0,81,81
"#JSSFree Exercise in the heat: challenges and opportunities, by Ron Maughan and Susan Shirreffs http://t.co/kXnxwuaEem",2015-08-30 10:26 +0000,4408,103,0.023366606,7,0,11,5,54,1,24,0,1,0,0
@CrystallineNate Hey Nathaniel. Thanks for being our 17000th follower! We hope you enjoy reading the research published in the journal.,2015-08-29 07:14 +0000,210,8,0.038095238,0,0,0,0,0,0,8,0,0,0,0
"#JSSFree We've come a long way since 1983 - 'Journal of Sports Sciences: The first 25 years', by Prof. Tom Reilly http://t.co/UtXjfXMLIS",2015-08-28 10:45 +0000,5746,81,0.014096763,8,0,4,6,37,0,26,0,0,0,0
"#JSSFree Physiological monitoring of the Olympic athlete, by @rich_davison @kenvansom @AndyBeetroot http://t.co/dpcj18DbPW",2015-08-27 09:10 +0000,7308,280,0.038314176,14,0,22,13,150,3,71,0,7,0,0
"#JSSFree A 1% treadmill grade most accurately reflects the energetic cost of outdoor running, by @AndyBeetroot http://t.co/CR8jozXVS3",2015-08-25 12:22 +0000,5846,369,0.063120082,20,0,19,11,133,1,180,3,1,0,0
"Of 31 flatwater kayakers, over half experienced shoulder pain http://t.co/X0GDHrGVHW http://t.co/q8IBkIApb7",2015-08-25 10:17 +0000,4902,88,0.017951856,10,0,5,2,38,0,13,0,0,20,20
#JSSAcceptedToday Influence of footwear designed to boost energy return on running economy in comparison to a conventional running shoe,2015-08-25 08:31 +0000,3984,67,0.016817269,4,0,13,12,0,7,31,0,0,0,0
How does visual manipulation affect obstacle avoidance strategies used by athletes? http://t.co/fhZNKpM6aG http://t.co/G5RFfPRlAY,2015-08-20 14:50 +0000,3583,131,0.036561541,4,0,12,4,37,0,24,0,0,50,50
Profiling the sport of stand-up paddle boarding http://t.co/DozV8uHwSH http://t.co/U9FOvQ4np6,2015-08-20 09:00 +0000,4694,223,0.047507456,8,0,13,3,42,0,65,0,0,92,92
Responses of the human spleen to exercise: a critical re-examination of splenic responses to exercise by Roy Shephard http://t.co/BPy648WtT4,2015-08-19 16:37 +0000,3565,35,0.009817672,2,0,1,3,18,0,10,0,0,0,0
Multivariate analysis of ball possessions effectiveness in elite futsal http://t.co/ypHPkpIKXZ ï¿_@JSSFootball #scienceandfootball,2015-08-18 09:11 +0000,6005,115,0.019150708,9,0,11,16,47,0,31,0,1,0,0
Task-specific kinetic finger tremor affects the performance of carrom players http://t.co/X6acJfp5R7 http://t.co/HfeBakfsEp,2015-08-18 08:50 +0000,3531,29,0.008212971,0,0,0,3,6,0,7,0,0,13,13
Did you know we have a regular supplement to JSS that focuses on football (soccer)? Follow @JSSFootball for updates http://t.co/ioXzqxMFFp,2015-08-17 10:40 +0000,4308,140,0.032497679,5,0,3,16,54,0,58,2,2,0,0
JSS editor @grantabt to talk at both events - â€œ@TandFEditors: We're looking forward to our #Editor Round Tables: http://t.co/fty9yDt4shâ€ù,2015-08-16 12:07 +0000,4309,46,0.010675331,2,0,1,7,18,0,18,0,0,0,0
#JSSAcceptedToday - a paper testing the validity of the @Microsoft Kinect for measuring body segments #kinanthropometry,2015-08-15 15:28 +0000,5261,114,0.021668884,5,0,14,6,0,19,69,0,1,0,0
Sequence-dependent rotation axis changes and interaction torque use in overarm throwing http://t.co/nWUbyq7WLC http://t.co/GtKlFKsdop,2015-08-12 09:25 +0000,5440,270,0.049632353,11,1,9,10,80,0,41,0,2,116,116
Improved determination of dynamic balance using the COM &amp; COP in a complete golf swing cycle http://t.co/AcCHFKI9Y6 http://t.co/NAggXQH87b,2015-08-12 09:03 +0000,6345,167,0.026319937,5,0,17,14,58,0,28,0,0,45,45
"Here's our #JSStwinterview with @JohnStoszkowski all in one place, including post-interview Qs and discussions: https://t.co/A3xMQ1Tpjl",2015-08-11 16:56 +0000,6248,207,0.033130602,5,0,8,11,87,0,78,1,2,15,15
"Ok, that's all the questions we have for @JohnStoszkowski. Many thanks to him for his time and thoughts!",2015-08-11 09:48 +0000,3149,39,0.012384884,0,1,1,14,0,0,23,0,0,0,0
. @JohnStoszkowski What are the next research questions in this area that need to be answered?,2015-08-11 09:43 +0000,2996,14,0.004672897,0,2,0,2,0,0,10,0,0,0,0
. @JohnStoszkowski Does social media like twitter foster critical analysis or does it rely too much on procedural info sharing?,2015-08-11 09:39 +0000,2946,18,0.00610998,1,3,0,5,0,0,9,0,0,0,0
. @JohnStoszkowski @coachgambetta recently said â€˜if I wait for researchâ€_to validate everythingâ€_my athletes will get beat'. Thoughts?,2015-08-11 09:32 +0000,3611,82,0.022708391,5,5,4,7,0,0,61,0,0,0,0
. @JohnStoszkowski 10% of the coaches sampled were female. Have you examined the data for male/female differences?,2015-08-11 09:30 +0000,2480,12,0.00483871,0,1,0,1,0,0,10,0,0,0,0
. @JohnStoszkowski Is this surprising though given that 84% of the coaches were doing a degree or already had an undergrad/postgrad degree?,2015-08-11 09:27 +0000,2441,31,0.012699713,0,1,0,2,0,0,28,0,0,0,0
. @JohnStoszkowski Only 2% preferred academic journals for acquiring info. Surprising/unsurprising? Should journals do something about this?,2015-08-11 09:21 +0000,4242,103,0.024281,3,10,5,18,0,0,67,0,0,0,0
. @JohnStoszkowski You suggest that coaches might not be being critical of the information they obtain. How can this be changed?,2015-08-11 09:17 +0000,2222,16,0.00720072,1,3,1,4,0,0,7,0,0,0,0
. @JohnStoszkowski You suggest declarative as well as procedural info be used as part of the educational process. Could you expand on this?,2015-08-11 09:13 +0000,2185,23,0.010526316,0,2,0,9,0,0,12,0,0,0,0
. @JohnStoszkowski ~ 60% of coaches sampled had &lt;10 y experience. Were there any notable differences between &lt;10 y &amp; &gt;10 y experience?,2015-08-11 09:11 +0000,2171,10,0.004606172,0,1,2,2,0,0,5,0,0,0,0
. @JohnStoszkowski What are the theoretical and applied reasons for examining where coaches get their information and how they use it?,2015-08-11 09:08 +0000,2116,10,0.004725898,0,2,0,1,0,0,7,0,0,0,0
. @JohnStoszkowski What does previous coaching research suggest is the most pertinent knowledge for the development of coaches?,2015-08-11 09:05 +0000,2154,12,0.005571031,0,2,1,2,0,0,7,0,0,0,0
. @JohnStoszkowski What led you to investigate where coaches get their information from?,2015-08-11 09:03 +0000,2073,15,0.00723589,0,1,0,6,0,0,8,0,0,0,0
". @JohnStoszkowski Hi John, thanks very much for joining us. Could you start by telling us a little bit about your academic background?",2015-08-11 09:00 +0000,2078,37,0.017805582,0,2,1,8,0,0,26,0,0,0,0
"Ok, here we go with our #JSStwinterview with @JohnStoszkowskiâ€_",2015-08-11 09:00 +0000,2314,24,0.010371651,1,0,0,5,0,0,18,0,0,0,0
Join us in 30 min when we'll be talking to @JohnStoszkowski about his #coaching paper: http://t.co/ZlIUq5clz0 #JSStwinterview,2015-08-11 08:33 +0000,2247,48,0.021361816,0,0,0,5,34,0,9,0,0,0,0
"@ManuelBrusche not sure, but maybe @tay18rholt could provide more information?",2015-08-10 15:25 +0000,166,10,0.060240964,0,0,0,1,0,0,9,0,0,0,0
Jumping depends on impulse not power http://t.co/zTGL2opu60 #LetterToTheEditor @AlanRuddock @WinterEdward,2015-08-10 12:20 +0000,5607,389,0.069377564,13,1,22,13,186,1,147,0,6,0,0
Vertical jumping biomechanical evaluation through the use of an inertial sensor-based tech http://t.co/SVtbWqoFGF http://t.co/ZJHE9sf65Y,2015-08-10 11:55 +0000,4297,313,0.072841517,7,0,17,3,84,0,42,0,5,155,155
Hip and upper extremity kinematics in youth baseball pitchers http://t.co/3OXsRvpmLU http://t.co/08FFRHFsxq,2015-08-10 11:43 +0000,3573,189,0.052896725,2,1,2,7,33,0,8,1,1,134,134
Don't forget our #JSStwinterview with @JohnStoszkowski tomorrow at 10am BST. His coaching paper is free to download: http://t.co/UuTOV5L1Wf,2015-08-10 09:12 +0000,3959,94,0.02374337,2,0,3,8,57,1,23,0,0,0,0
@AqueousCo More info on subscriptions here: http://t.co/H0f2dhBC0o or email subscriptions@tandf.co.uk if you need a contact @tandfsport,2015-08-09 15:32 +0000,148,8,0.054054054,0,1,1,0,2,0,4,0,0,0,0
"Effect ofâ€_kinesio tape on the flexion-relaxation phenomenon, trunk postural control &amp; trunk repositioningâ€_ http://t.co/8p16xuUVn4",2015-08-09 12:14 +0000,5043,187,0.037081103,11,1,13,9,92,0,59,0,2,0,0
Are the new starting block facilities beneficial for backstroke start performance? http://t.co/tEnRCp6KLT http://t.co/H2lBhQmzu5,2015-08-09 11:54 +0000,5250,603,0.114857143,10,2,14,15,127,0,53,1,0,381,381
33(18) now available. Includes @basesuk expert statement on exercise therapy for people with chronic kidney disease http://t.co/YjY62ztESk,2015-08-06 16:34 +0000,2989,37,0.012378722,3,0,0,2,18,0,14,0,0,0,0
"'Sources, topics &amp; use of knowledge by coaches' by @JohnStoszkowski @DaveGM4P now free prior to our #JSStwinterview http://t.co/ZlIUq5clz0",2015-08-04 16:02 +0000,5940,210,0.035353535,7,0,11,15,76,6,88,0,6,1,1
@ekkekaki Thanks Paddy. @tandfsport are aware of it.,2015-08-04 15:51 +0000,283,10,0.035335689,0,0,0,1,0,0,9,0,0,0,0
Muscle strength recovery vs â€_tendon regeneration after harvesting for ACL recon. http://t.co/cdxDsr9AFi @JSSFootball http://t.co/F5O9hrr8n8,2015-08-04 10:40 +0000,4046,149,0.036826495,9,0,10,5,61,0,19,0,2,43,43
Effects of psychosocial variables in the similarity &amp; interdependence of physical activityâ€_ http://t.co/FLao0IRtWA http://t.co/fGAQNO1FDm,2015-08-04 10:07 +0000,3854,70,0.018162948,5,0,4,1,21,0,5,0,0,34,34
Trajectories of psychological states of women elite fencers during the final stages of international matches http://t.co/jbUU3l4c9a,2015-08-04 09:32 +0000,3140,37,0.011783439,3,0,1,3,23,0,7,0,0,0,0
Similar results for face mask versus mouthpiece during incremental exercise to exhaustion http://t.co/jIXBoOhbWf http://t.co/Xh9DdDog9k,2015-08-04 08:59 +0000,7916,313,0.039540172,30,3,16,17,79,0,80,0,1,87,87
"The next #JSStwinterview is on! Put Tues 11/8 @ 10am BST in your diary, when we'll be talking to @JohnStoszkowski about his coaching paper.",2015-08-03 10:02 +0000,3979,43,0.010806735,5,0,1,11,0,1,25,0,0,0,0
#ff #JSSEditors @WinterEdward @alannevill1 @gareth_radical4 @WvanMechelen @rich_davison @grantabt @DrDylanThompson @AndyLane27 @s_fawkner,2015-07-31 09:46 +0000,3015,113,0.03747927,0,0,0,15,0,3,94,0,0,0,0
Ankle muscle strength influence on muscle activation during dynamic &amp; static ankle training http://t.co/qXdfh1zxqt http://t.co/WYBUXGipiA,2015-07-31 09:30 +0000,3784,124,0.032769556,8,0,14,2,35,0,13,0,0,52,52
Neuro-mechanical adjustments to shod vs barefoot treadmill runs in the acute and delayed SSC recovery phases http://t.co/7TojVTxWKb,2015-07-31 09:04 +0000,2830,43,0.015194346,2,0,2,3,24,0,12,0,0,0,0
"Sources, topics and use of knowledge by coaches http://t.co/ZlIUq5clz0 http://t.co/tD1rQweqZ9",2015-07-31 08:14 +0000,4541,229,0.050429421,10,0,14,5,50,0,34,0,2,114,114
Do field position &amp; playing standard influence athlete performance in wheelchair basketball? http://t.co/5GHANMlUgl http://t.co/dX2IRgvDZi,2015-07-31 07:33 +0000,3285,79,0.024048706,4,0,4,5,21,0,13,1,0,31,31
